SpikeUp,128,32,A8AD91B7,0,1,1,4294967295,0,0
SpikeUp,192,32,29F9B56B,0,1,1,4294967295,0,0
SpikeUp,256,32,8E8250AB,0,1,1,4294967295,0,0
SpikeUp,320,32,CC5C5A45,0,1,1,4294967295,0,0
SpikeUp,384,32,7ECF7C6D,0,1,1,4294967295,0,0
SpikeUp,448,32,CEEB3832,0,1,1,4294967295,0,0
TileDisplay,928,32,B52E09BB,0,1,1,4294967295,0,1
TileDisplay,832,288,3376AFCF,0,1,1,4294967295,0,1
SolidTileDisplay,448,448,7B108FB9,0,1,1,4294967295,0,0
SolidTileDisplay,480,448,EC5BED1C,0,1,1,4294967295,0,0
Block,0,0,97E4CFAA,0,1,1,4294967295,0,0
Block,128,0,027F4043,0,1,1,4294967295,0,0
Block,160,0,53E064F2,0,1,1,4294967295,0,0
Block,192,0,C01F800D,0,1,1,4294967295,0,0
Block,224,0,598E89B7,0,1,1,4294967295,0,0
Block,256,0,85B065E3,0,1,1,4294967295,0,0
Block,288,0,8391DB9F,0,1,1,4294967295,0,0
Block,320,0,4F3A7077,0,1,1,4294967295,0,0
Block,352,0,B79457DD,0,1,1,4294967295,0,0
Block,384,0,2126B629,0,1,1,4294967295,0,0
Block,416,0,658E7EC7,0,1,1,4294967295,0,0
Block,448,0,5FEEED61,0,1,1,4294967295,0,0
Block,480,0,622E7E39,0,1,1,4294967295,0,0
Block,512,0,F77166AD,0,1,1,4294967295,0,0
Block,544,0,0523EFD8,0,1,1,4294967295,0,0
Block,576,0,EDC7EC45,0,1,1,4294967295,0,0
Block,608,0,DF3EFEA6,0,1,1,4294967295,0,0
Block,640,0,F8019851,0,1,1,4294967295,0,0
Block,672,0,D9B21794,0,1,1,4294967295,0,0
Block,704,0,BA1FF2E9,0,1,1,4294967295,0,0
Block,736,0,1CBD2F95,0,1,1,4294967295,0,0
Block,768,0,4B430946,0,1,1,4294967295,0,0
Block,768,576,3EDCFACA,0,1,1,4294967295,0,0
Block,736,576,AEDE49E6,0,1,1,4294967295,0,0
Block,704,576,0CBC36FC,0,1,1,4294967295,0,0
Block,672,576,9288A985,0,1,1,4294967295,0,0
Block,640,576,98E507BE,0,1,1,4294967295,0,0
Block,608,576,B7D2CBFA,0,1,1,4294967295,0,0
Block,576,576,892D2510,0,1,1,4294967295,0,0
Block,544,576,430C2335,0,1,1,4294967295,0,0
Block,512,576,5E527C2F,0,1,1,4294967295,0,0
Block,480,576,0AE38D53,0,1,1,4294967295,0,0
Block,448,576,558E7E76,0,1,1,4294967295,0,0
Block,416,576,C56C406F,0,1,1,4294967295,0,0
Block,384,576,7987F7C0,0,1,1,4294967295,0,0
Block,352,576,C0F3F089,0,1,1,4294967295,0,0
Block,320,576,9D872B39,0,1,1,4294967295,0,0
Block,288,576,31FC66A3,0,1,1,4294967295,0,0
Block,256,576,E52A32A8,0,1,1,4294967295,0,0
Block,224,576,992CCBAA,0,1,1,4294967295,0,0
Block,192,576,7142C28C,0,1,1,4294967295,0,0
Block,160,576,4AE62223,0,1,1,4294967295,0,0
Block,128,576,AC4C77DF,0,1,1,4294967295,0,0
Block,0,576,9D40DC95,0,1,1,4294967295,0,0
Block,0,544,9FCCA7DB,0,1,1,4294967295,0,0
Block,0,512,3191D7DA,0,1,1,4294967295,0,0
Block,0,480,4AE5097D,0,1,1,4294967295,0,0
Block,0,448,E5094437,0,1,1,4294967295,0,0
Block,0,416,AEAB6E74,0,1,1,4294967295,0,0
Block,0,384,91426415,0,1,1,4294967295,0,0
Block,0,352,14A396DB,0,1,1,4294967295,0,0
Block,0,320,64D54F4C,0,1,1,4294967295,0,0
Block,0,288,84570829,0,1,1,4294967295,0,0
Block,0,256,95197772,0,1,1,4294967295,0,0
Block,0,224,515CC0FD,0,1,1,4294967295,0,0
Block,0,192,5B464B76,0,1,1,4294967295,0,0
Block,0,160,732F7557,0,1,1,4294967295,0,0
Block,0,128,A52B89FC,0,1,1,4294967295,0,0
Block,0,96,237E6C45,0,1,1,4294967295,0,0
Block,0,64,9B5B8494,0,1,1,4294967295,0,0
Block,0,32,24791A1D,0,1,1,4294967295,0,0
Block,32,0,CC46230E,0,1,1,4294967295,0,0
Block,64,0,E2A88015,0,1,1,4294967295,0,0
Block,96,0,1A88E47D,0,1,1,4294967295,0,0
Block,800,0,B6CF9A3F,0,1,1,4294967295,0,0
Block,832,0,E8C74E74,0,1,1,4294967295,0,0
Block,864,0,E3451A9C,0,1,1,4294967295,0,0
Block,896,0,9E6F507F,0,1,1,4294967295,0,0
Block,928,0,2D92C4D2,0,1,1,4294967295,0,0
Block,960,0,3C1D9DF8,0,1,1,4294967295,0,0
Block,992,0,1A07BBD8,0,1,1,4294967295,0,0
Block,1024,0,D87DC1EC,0,1,1,4294967295,0,0
Block,1056,0,AD06D280,0,1,1,4294967295,0,0
Block,1088,0,245F2E0D,0,1,1,4294967295,0,0
Block,1120,0,A51140F1,0,1,1,4294967295,0,0
Block,1152,0,C01BE752,0,1,1,4294967295,0,0
Block,1184,0,E172E234,0,1,1,4294967295,0,0
Block,1216,0,BF74ADC1,0,1,1,4294967295,0,0
Block,1248,0,F154BC4F,0,1,1,4294967295,0,0
Block,1280,0,F5A6B32B,0,1,1,4294967295,0,0
Block,1408,0,A57AA480,0,1,1,4294967295,0,0
Block,1312,0,4FD463C5,0,1,1,4294967295,0,0
Block,1344,0,1B56603E,0,1,1,4294967295,0,0
Block,1376,0,0C08FA5F,0,1,1,4294967295,0,0
Block,1440,0,A5167744,0,1,1,4294967295,0,0
Block,1568,0,250491E5,0,1,1,4294967295,0,0
Block,1568,32,1A59DA38,0,1,1,4294967295,0,0
Block,1568,64,3AB40600,0,1,1,4294967295,0,0
Block,1568,96,8AC95C1B,0,1,1,4294967295,0,0
Block,1568,128,547066AE,0,1,1,4294967295,0,0
Block,1568,160,2AE76B77,0,1,1,4294967295,0,0
Block,1568,192,F5EE4E14,0,1,1,4294967295,0,0
Block,1568,224,6E04FF65,0,1,1,4294967295,0,0
Block,1568,256,0D1A7125,0,1,1,4294967295,0,0
Block,1568,288,994D9D1C,0,1,1,4294967295,0,0
Block,1568,320,7F121900,0,1,1,4294967295,0,0
Block,1568,352,10583B5D,0,1,1,4294967295,0,0
Block,1568,384,9E304A17,0,1,1,4294967295,0,0
Block,1568,416,2B9A46E8,0,1,1,4294967295,0,0
Block,1568,448,C70696ED,0,1,1,4294967295,0,0
Block,1568,480,FD197DDE,0,1,1,4294967295,0,0
Block,1568,512,9FD94F43,0,1,1,4294967295,0,0
Block,1568,544,652FEE67,0,1,1,4294967295,0,0
Block,1568,576,583AEBFB,0,1,1,4294967295,0,0
Block,1536,576,2CCB90B0,0,1,1,4294967295,0,0
Block,1504,576,A354B6CE,0,1,1,4294967295,0,0
