PlayerStart,384,288,003FB8E3,0,1,1,4294967295,0,0
Block,352,320,000ACCC0,0,1,1,4294967295,0,0
Block,384,320,002B74B8,0,1,1,4294967295,0,0
Block,416,320,0033ECDE,0,1,1,4294967295,0,0
Block,384,224,0035CAE7,0,1,1,4294967295,0,0
Block,448,320,00381391,0,1,1,4294967295,0,0
Block,320,320,000A4306,0,1,1,4294967295,0,0
Block,320,256,001DBD60,0,1,1,4294967295,0,0
Block,448,192,0009E9B9,0,1,1,4294967295,0,0
Block,384,160,003DAC50,0,1,1,4294967295,0,0
Save,448,288,0033AEBD,0,1,1,4294967295,0,0
Block,288,320,0012D00F,0,1,1,4294967295,0,0
Block,256,320,002D6FCD,0,1,1,4294967295,0,0
Block,256,192,003644EE,0,1,1,4294967295,0,0
Platform,64,464,0007F2D7,0,1,1,4294967295,0,1
Block,0,480,00399A23,0,1,1,4294967295,0,0
Block,0,512,001D03B3,0,1,1,4294967295,0,0
Block,0,544,000505AF,0,1,1,4294967295,0,0
Block,0,576,003E8D25,0,1,1,4294967295,0,0
Block,32,576,00032967,0,1,1,4294967295,0,0
Block,64,576,002A83B4,0,1,1,4294967295,0,0
Block,96,576,0010C0BC,0,1,1,4294967295,0,0
Platform,32,464,00007DE7,0,1,1,4294967295,0,1
Platform,128,464,003B8347,0,1,1,4294967295,0,1
Platform,160,512,00060AC0,0,1,1,4294967295,0,0
Platform,192,512,00019510,0,1,1,4294967295,0,1
Block,128,576,002DFE10,0,1,1,4294967295,0,0
Block,160,576,0031E307,0,1,1,4294967295,0,0
Block,192,576,001CAABF,0,1,1,4294967295,0,0
Block,224,576,00241143,0,1,1,4294967295,0,0
Block,224,512,0037E972,0,1,1,4294967295,0,0
Block,224,544,0036BC16,0,1,1,4294967295,0,0
Block,224,416,001DCBE4,0,1,1,4294967295,0,0
BlockMini,32,448,000553C2,0,1,1,4294967295,0,0
BlockMini,80,448,002604CD,0,1,1,4294967295,0,0
BlockMini,128,448,0024512C,0,1,1,4294967295,0,0
Block,0,448,00177AF0,0,1,1,4294967295,0,0
Block,96,448,00124029,0,1,1,4294967295,0,0
Block,256,576,00096165,0,1,1,4294967295,0,0
Block,288,576,000D5EFE,0,1,1,4294967295,0,0
Block,320,576,003F07D9,0,1,1,4294967295,0,0
Block,352,576,001F72AC,0,1,1,4294967295,0,0
Block,352,544,000C18C9,0,1,1,4294967295,0,0
Block,352,512,0015ED83,0,1,1,4294967295,0,0
Platform,256,544,000309AF,0,1,1,4294967295,0,1
Platform,256,512,0032AB20,0,1,1,4294967295,0,1
Block,0,416,0018E3BA,0,1,1,4294967295,0,0
Block,0,384,00382889,0,1,1,4294967295,0,0
Block,0,352,0015F677,0,1,1,4294967295,0,0
Block,0,320,00193653,0,1,1,4294967295,0,0
Block,0,288,0006BA58,0,1,1,4294967295,0,0
BlockMini,32,288,00271888,0,1,1,4294967295,0,0
Platform,32,304,0009855B,0,1,1,4294967295,0,1
